,Наименование пункта пропуска,Филиал,latitude,longitude,Федеральный округ,Вид,Количество,Год,Категория,Установлен / закрыт,Функционирует/не функционирует,Количество по паспорту
3790,Шебекино,Белгородский,50.352158,36.922684,ЦФО,АПП,29296,2020,Легковые транспортные средства,установлен,да,273750
3791,Шумилкино,Псковский,57.644615,27.387415,СЗФО,АПП,48810,2020,Легковые транспортные средства,установлен,да,591300
3792,Элиста,Волгоградский,46.369372,44.330585,ЮФО,ВПП,0,2020,Легковые транспортные средства,установлен,да,0
3793,Эльтон,Волгоградский,49.130289,46.838265,ЮФО,ЖДПП,0,2020,Легковые транспортные средства,установлен,да,0
3794,Южная Озереевка,Сочинский,44.669291,37.654061,ЮФО,МПП,0,2020,Легковые транспортные средства,установлен,да,0
3795,Южно-Сахалинск (Хомутово),Владивостокский,46.886816,142.723799,ДФО,ВПП,0,2020,Легковые транспортные средства,установлен,да,0
3796,Якутск,Хабаровский,62.085867,129.75053,ДФО,ВПП,0,2020,Легковые транспортные средства,установлен,да,0
3797,Ялта,Крымский,44.495188,34.172098,ЮФО,МПП,0,2020,Легковые транспортные средства,установлен,да,0
3798,Яраг-Казмаляр,Северо-Кавказский,41.640607,48.40786,СКФО,АПП,67883,2020,Легковые транспортные средства,установлен,да,65700
3799,Ярославль (Туношна),Центральный аппарат,57.5456000007689,40.125799998641,ЦФО,ВПП,0,2020,Легковые транспортные средства,установлен,да,0
3800,Абагайтуй,Читинский,49.5833,117.8167,ДФО,АПП,0,2021,Легковые транспортные средства,установлен,нет,0
3801,Абакан,Новосибирский,53.751561,91.400039,СФО,ВПП,0,2021,Легковые транспортные средства,установлен,да,0
3802,Адлер,Сочинский,43.397314,40.002072,ЮФО,АПП,2347832,2021,Легковые транспортные средства,установлен,да,456250
3803,Адлер,Сочинский,43.40274645,39.99306761,ЮФО,ЖДПП,0,2021,Легковые транспортные средства,установлен,да,0
3804,Азов,Ростовский,47.119011,39.417494,ЮФО,МПП,0,2021,Легковые транспортные средства,установлен,да,0
3805,Айнек-Гол,Читинский,50.3678,103.279,ДФО,АПП,0,2021,Легковые транспортные средства,установлен,нет,0
3806,Аксарайский,Волгоградский,46.7337,48.0892,ЮФО,ЖДПП,0,2021,Легковые транспортные средства,установлен,да,0
3807,Александровск-Сахалинский,Владивостокский,50.894461,142.146687,ДФО,МПП,0,2021,Легковые транспортные средства,установлен,нет,0
3808,Алтан,Читинский,49.8833,109.0667,ДФО,АПП,0,2021,Легковые транспортные средства,установлен,нет,0
3809,Амурзет,Хабаровский,47.690284,131.073245,ДФО,СПП,0,2021,Легковые транспортные средства,установлен,да,0
